type,condition,m,n,Norm1/Norm0,Norm2/Norm0,Norm3/Norm0,Norm4/Norm0,Norm5/Norm0,Norm6/Norm0,Norm7/Norm0,Norm8/Norm0,Norm9/Norm0,Norm10/Norm0,Norm11/Norm0,Norm12/Norm0,Norm13/Norm0,Norm14/Norm0,Norm15/Norm0,Norm16/Norm0,Norm17/Norm0,Norm18/Norm0,Norm19/Norm0,Norm20/Norm0,flag,,
1,1000,2048,2048,0.00016426,0.000423332,0.00270886,8.11085e-06,0.00048369,6.19305e-06,4.23598e-07,0.000187582,2.21914e-08,2.78669e-08,6.31023e-07,7.47871e-10,1.80598e-08,1.4251e-09,3.64125e-11,1.41115e-08,3.73201e-12,1.99472e-12,1.51192e-10,7.94421e-14,1
1,2000,2048,2048,8.1194e-05,0.00021217,0.00271323,4.7534e-06,0.000330834,6.31208e-06,2.23994e-07,0.000205811,1.77192e-08,1.28366e-08,1.30127e-06,4.15075e-10,5.16277e-09,2.96326e-09,2.12802e-11,6.00238e-09,6.82414e-12,9.45469e-13,5.65697e-10,4.90052e-14,1
1,3000,2048,2048,5.43081e-05,0.000144885,0.00273642,2.65256e-06,0.000160296,6.09898e-06,1.24394e-07,0.0001264,1.51261e-08,6.11487e-09,1.83431e-06,2.35363e-10,1.74039e-09,4.34813e-09,1.13172e-11,1.76701e-09,9.95178e-12,5.64814e-13,7.81677e-10,3.37753e-14,1
1,4000,2048,2048,4.05409e-05,0.000109328,0.00270834,1.86541e-06,0.000102467,6.08471e-06,8.35449e-08,8.37148e-05,1.43624e-08,4.00026e-09,2.46185e-06,1.65186e-10,8.15346e-10,5.97917e-09,9.7791e-12,1.29627e-09,1.37283e-11,4.28698e-13,7.37518e-10,3.65642e-14,1
1,5000,2048,2048,3.24934e-05,8.55638e-05,0.00273788,1.77892e-06,0.000111576,6.46795e-06,8.05855e-08,9.47147e-05,1.50042e-08,3.34514e-09,3.24442e-06,1.69992e-10,8.42956e-10,7.55179e-09,8.41466e-12,9.31102e-10,1.8019e-11,3.82582e-13,6.90029e-10,4.39322e-14,1
1,6000,2048,2048,2.70779e-05,7.13033e-05,0.00273788,1.48244e-06,9.29854e-05,6.46779e-06,6.71531e-08,8.05262e-05,1.48953e-08,2.76738e-09,3.81596e-06,1.42873e-10,5.904e-10,9.06178e-09,7.01235e-12,6.4679e-10,2.16202e-11,3.18782e-13,5.27318e-10,4.93265e-14,1
1,7000,2048,2048,2.34147e-05,6.15642e-05,0.00266743,1.34581e-06,9.14612e-05,6.37443e-06,5.81021e-08,7.19767e-05,1.51031e-08,2.89408e-09,4.44555e-06,1.34251e-10,5.2635e-10,1.03763e-08,6.09096e-12,4.96484e-10,2.31885e-11,3.28766e-13,6.14411e-10,5.52731e-14,1
1,8000,2048,2048,2.03427e-05,5.4166e-05,0.00266275,9.32686e-07,5.21045e-05,6.17936e-06,4.56241e-08,5.32288e-05,1.39616e-08,1.98428e-09,4.50129e-06,9.01331e-11,2.40814e-10,1.17225e-08,4.2789e-12,2.49592e-10,2.62271e-11,1.93733e-13,2.22851e-10,6.12452e-14,1
1,9000,2048,2048,1.80824e-05,4.81476e-05,0.00266275,8.29055e-07,4.63157e-05,6.17933e-06,4.05546e-08,4.75584e-05,1.39325e-08,1.76014e-09,4.93288e-06,8.14154e-11,1.93353e-10,1.31866e-08,3.80362e-12,1.97221e-10,2.95052e-11,1.72205e-13,1.77628e-10,6.87115e-14,1
1,10000,2048,2048,1.62073e-05,4.21111e-05,0.00276784,8.33958e-07,4.92612e-05,6.4161e-06,3.42091e-08,3.64165e-05,1.40137e-08,1.79892e-09,5.55112e-06,8.09896e-11,1.8909e-10,1.44051e-08,3.08033e-12,1.33553e-10,3.16336e-11,1.57347e-13,1.55681e-10,7.32322e-14,1
1,11000,2048,2048,1.48448e-05,3.84353e-05,0.00269534,5.60938e-07,2.54383e-05,6.15558e-06,3.01485e-08,3.24272e-05,1.40298e-08,1.37016e-09,5.53221e-06,7.08076e-11,1.39838e-10,1.59679e-08,2.97361e-12,1.16449e-10,3.70612e-11,1.2144e-13,9.06008e-11,8.05308e-14,1
1,12000,2048,2048,1.36077e-05,3.52324e-05,0.00269534,5.14194e-07,2.33186e-05,6.15557e-06,2.76361e-08,2.97754e-05,1.40192e-08,1.25503e-09,5.83157e-06,6.61539e-11,1.1976e-10,1.74176e-08,2.72598e-12,9.78558e-11,4.04303e-11,1.1132e-13,7.62458e-11,8.78098e-14,1
1,13000,2048,2048,1.26537e-05,3.39233e-05,0.00262535,6.5792e-07,4.23638e-05,6.11443e-06,3.37658e-08,4.81714e-05,1.36777e-08,1.10312e-09,5.89157e-06,6.79463e-11,1.31179e-10,1.80562e-08,2.2322e-12,7.06846e-11,4.11909e-11,1.16853e-13,8.82756e-11,9.34461e-14,1
